nation,player,position,club,league,nat_matches,nat_minutes,nat_xg_per_90,nat_shots_per_90,nat_key_passes_per_90,nat_prog_passes_per_90,nat_prog_carries_per_90,nat_pressures_per_90,club_minutes_2425,club_xg_per_90,club_xa_per_90,blended_xg90,found_in_understat,low_confidence
Peru,Gianluca Lapadula Vargas,,,,3,202,0.2228,3.56,11.58,3.12,1.78,12.92,0,,,0.2228,False,False
Peru,Jesús Abdallah Castillo Molina,F M S,Spartak Moscow,RFPL,1,47,0.0584,1.91,34.47,19.15,0.0,13.4,552,0.2665,0.2993,0.2168,True,True
Peru,José Paolo Guerrero Gonzáles,,,,3,106,0.2285,1.7,24.62,6.79,0.0,16.13,0,,,0.1637,False,True
Peru,Franco Zanelatto Téllez,,,,1,29,0.1796,3.1,21.72,0.0,3.1,15.52,0,,,0.1516,False,True
Peru,Piero Aldair Quispe Córdova,,,,2,133,0.141,0.68,33.16,9.47,2.71,31.8,0,,,0.1481,False,True
Peru,Luis Alfonso Abram Ugarelli,,,,1,10,0.0,0.0,27.0,18.0,0.0,27.0,0,,,0.1471,False,True
Peru,Joao Alberto Grimaldo Ubidia,,,,1,24,0.0,0.0,22.5,7.5,11.25,15.0,0,,,0.1431,False,True
Peru,Anderson Santamaría Bardales,,,,1,33,0.0,0.0,35.45,19.09,2.73,21.82,0,,,0.1407,False,True
Peru,Luis Jan Piers Advíncula Castrillón,,,,1,35,0.0,0.0,36.0,12.86,2.57,12.86,0,,,0.1402,False,True
Peru,Miguel Gianpierre Araujo Blanco,,,,2,137,0.0593,0.66,40.73,23.65,0.0,10.51,0,,,0.1305,False,True
Peru,Aldo Sebastián Corzo Chávez,,,,1,89,0.0,0.0,16.18,7.08,0.0,11.12,0,,,0.1273,False,True
Peru,Brayan Roberto Reyna Casaverde,,,,2,90,0.0,0.0,14.0,3.0,5.0,14.0,0,,,0.1271,False,True
Peru,Oliver Sonne,,,,2,104,0.0,0.0,26.83,11.25,0.0,7.79,0,,,0.1242,False,True
Peru,Andy Jorman Polo Andrade,,,,2,176,0.0,0.0,38.86,12.78,6.14,15.34,0,,,0.1109,False,True
Peru,Christian Alberto Cueva Bravo,D S,"Fiorentina,Torino",Serie_A,2,36,0.259,2.5,57.5,22.5,2.5,15.0,1585,0.0361,0.1847,0.0846,True,True
Peru,José Daniel Rivera Martínez,GK,Inter,Serie_A,1,38,0.0,0.0,18.95,0.0,0.0,16.58,450,0.0,0.0129,0.0558,True,True
Peru,Édison Michael Flores Peralta,,,,3,189,0.028,0.95,14.76,4.76,0.95,19.05,0,,,0.028,False,False
Peru,Carlos Augusto Zambrano Ochandarte,,,,3,265,0.0156,0.68,25.13,11.89,0.68,9.51,0,,,0.0156,False,False
Peru,Marcos Johan López Lanfranco,,,,3,232,0.0081,0.39,34.91,14.35,5.43,12.41,0,,,0.0081,False,False
Peru,Wilder José Cartagena Mendoza,,,,3,230,0.003,0.39,27.39,9.78,0.0,26.61,0,,,0.003,False,False
Peru,Sergio Fernando Peña Flores,,,,3,266,0.0019,0.34,46.35,18.61,1.35,18.95,0,,,0.0019,False,False
Peru,Alexander Martín Marquinho Callens Asín,GK,Akron,RFPL,3,271,0.0,0.0,31.22,15.28,4.65,8.63,1240,0.0,0.0,0.0,True,False
Peru,Pedro David Gallese Quiróz,,,,3,257,0.0,0.0,27.67,23.11,2.1,0.0,0,,,0.0,False,False
Poland,Robert Lewandowski,F S,Barcelona,La_liga,6,513,0.722,2.98,20.53,6.32,1.93,11.05,2716,0.9747,0.082,0.8736,True,False
Poland,Jakub Moder,,,,3,194,0.2341,1.86,54.28,18.09,4.64,10.67,0,,,0.2341,False,False
Poland,Piotr Zieliński,M S,Inter,Serie_A,7,599,0.1441,1.65,45.23,13.37,6.16,11.12,947,0.2561,0.0587,0.2113,True,False
Poland,Krzysztof Piątek,,,,3,98,0.4759,2.76,15.61,3.67,0.0,25.71,0,,,0.2034,False,True
Poland,Kamil Grosicki,,,,2,28,0.3867,3.21,35.36,6.43,6.43,28.93,0,,,0.1626,False,True
Poland,Jakub Piotrowski,,,,2,58,0.1072,3.1,37.24,7.76,6.21,17.07,0,,,0.1456,False,True
Poland,Karol Świderski,,,,4,151,0.1218,1.19,14.3,2.98,1.79,16.09,0,,,0.1435,False,True
Poland,Artur Jędrzejczyk,,,,1,23,0.0,0.0,19.57,11.74,0.0,3.91,0,,,0.1434,False,True
Poland,Arkadiusz Milik,,,,3,109,0.1116,0.83,27.25,4.95,2.48,9.91,0,,,0.1431,False,True
Poland,Damian Szymański,,,,1,28,0.0,0.0,28.93,3.21,3.21,6.43,0,,,0.142,False,True
Poland,Taras Wiktorowicz Romanczuk,,,,1,49,0.0,0.0,22.04,3.67,0.0,14.69,0,,,0.1366,False,True
Poland,Michał Skóraś,,,,2,72,0.0334,1.25,22.5,3.75,0.0,13.75,0,,,0.1353,False,True
Poland,Adam Buksa,,,,2,155,0.0861,1.74,5.81,1.16,0.58,20.32,0,,,0.1349,False,True
Poland,Bartosz Salamon,,,,1,86,0.0036,1.05,32.44,9.42,1.05,8.37,0,,,0.1285,False,True
Poland,Łukasz Skorupski,,,,1,93,0.0,0.0,28.06,17.42,1.94,0.0,0,,,0.1265,False,True
Poland,Bartosz Slisz,,,,2,113,0.0,0.0,34.25,10.35,3.19,16.73,0,,,0.1223,False,True
Poland,Kacper Urbanski,M S,"Bologna,Monza",Serie_A,3,157,0.0558,1.15,28.66,4.01,4.59,33.25,737,0.0847,0.1035,0.1018,True,True
Poland,Przemysław Frankowski,D M S,Lens,Ligue_1,7,524,0.0075,0.17,34.52,11.51,3.61,16.32,1399,0.1582,0.2008,0.0979,True,False
Poland,Jakub Kamiński,D M S,Wolfsburg,Bundesliga,4,249,0.0949,1.45,21.33,5.06,2.89,13.01,1105,0.0901,0.2866,0.092,True,False
Poland,Krystian Bielik,,,,4,229,0.0538,0.79,38.52,12.97,3.14,15.72,0,,,0.0538,False,False
Poland,Jan Bednarek,D,Southampton,EPL,4,291,0.063,0.31,33.71,12.06,2.47,7.42,2538,0.0365,0.0126,0.0471,True,False
Poland,Nicola Zalewski,D M S,"Inter,Roma",Serie_A,5,317,0.0334,0.57,33.79,8.8,6.81,11.64,963,0.0402,0.2875,0.0375,True,False
Poland,Kamil Glik,,,,4,371,0.0365,0.73,31.54,8.01,0.49,3.64,0,,,0.0365,False,False
Poland,Jakub Piotr Kiwior,D S,Arsenal,EPL,7,646,0.0284,0.42,48.9,21.04,3.9,8.5,1102,0.0175,0.0416,0.0219,True,False
Poland,Sebastian Szymański,,,,4,246,0.0198,0.37,27.44,9.15,2.2,28.9,0,,,0.0198,False,False
Poland,Paweł Dawidowicz,D M S,Verona,Serie_A,2,185,0.0333,0.49,36.49,13.14,2.92,12.16,1864,0.0098,0.0,0.0192,True,False
Poland,Matty Cash,D M S,Aston Villa,EPL,4,368,0.0057,0.24,38.15,11.74,3.42,10.03,2085,0.0214,0.0642,0.0151,True,False
Poland,Grzegorz Krychowiak,,,,4,340,0.0057,0.26,33.62,12.97,1.32,12.97,0,,,0.0057,False,False
Poland,Bartosz Bereszyński,,,,5,353,0.0,0.0,38.75,11.22,1.53,9.69,0,,,0.0,False,False
Poland,Wojciech Szczęsny,GK,Barcelona,La_liga,6,559,0.0,0.0,33.97,27.37,2.9,0.0,1350,0.0,0.0,0.0,True,False
Portugal,Gonçalo Matias Ramos,F S,Paris Saint Germain,Ligue_1,5,197,0.8101,3.65,14.16,2.28,0.46,14.16,1047,1.3982,0.2873,1.163,True,False
Portugal,Cristiano Ronaldo dos Santos Aveiro,,,,10,797,0.7312,4.07,21.57,2.6,2.15,6.1,0,,,0.7312,False,False
Portugal,André Miguel Valente Silva,F S,"RasenBallsport Leipzig,Werder Bremen",Bundesliga,1,31,0.0,0.0,31.94,2.9,14.52,8.71,493,0.6864,0.2021,0.4683,True,True
Portugal,João Félix Sequeira,,,,6,454,0.3239,3.17,39.25,9.12,3.77,11.1,0,,,0.3239,False,False
Portugal,Bruno Miguel Borges Fernandes,F M S,Manchester United,EPL,8,764,0.3577,2.24,62.08,20.26,5.77,16.73,3034,0.2933,0.3034,0.3191,True,False
Portugal,Francisco Fernandes Conceição,F M S,Juventus,Serie_A,4,184,0.3667,2.45,62.12,8.32,13.7,15.16,1320,0.2133,0.3004,0.2747,True,False
Portugal,Rafael Alexandre Conceição Leão,F M S,AC Milan,Serie_A,9,406,0.0954,1.77,35.02,5.54,13.3,5.99,2329,0.3351,0.2916,0.2392,True,False
Portugal,Bernardo Mota Veiga de Carvalho e Silva,M S,Manchester City,EPL,9,808,0.2697,1.11,62.04,11.14,8.35,13.48,2660,0.1622,0.1692,0.2052,True,False
Portugal,Ricardo Jorge Luz Horta,,,,3,133,0.3105,2.03,31.8,6.77,2.03,16.92,0,,,0.1837,False,True
Portugal,João Neves,D M S,Paris Saint Germain,Ligue_1,2,81,0.0491,1.11,82.22,13.33,3.33,8.89,1875,0.185,0.2457,0.1654,True,True
Portugal,Danilo Luís Hélio Pereira,D S,Lecce,Serie_A,2,194,0.1065,0.46,77.94,37.58,3.25,5.1,332,0.1957,0.0892,0.16,True,False
Portugal,Pedro Lomba Neto,D F M S,Chelsea,EPL,3,131,0.0,0.0,61.15,8.24,13.74,12.37,2238,0.1778,0.2641,0.1542,True,True
Portugal,Raphaël Adelino José Guerreiro,D M S,Bayern Munich,Bundesliga,4,302,0.1191,0.89,56.92,14.9,6.56,7.75,1595,0.1583,0.1872,0.1426,True,False
Portugal,Nuno Mendes,D S,Paris Saint Germain,Ligue_1,5,474,0.1838,0.76,75.76,26.77,7.03,9.68,1681,0.0937,0.3498,0.1297,True,False
Portugal,Vitor Machado Ferreira,,,,7,488,0.1282,1.84,80.23,20.47,5.72,10.88,0,,,0.1282,False,False
Portugal,Gonçalo Bernardo Inácio,,,,2,122,0.0363,0.74,109.92,39.84,9.59,16.23,0,,,0.1277,False,True
Portugal,João Mário Naval da Costa Eduardo,,,,2,89,0.0,0.0,40.45,5.06,3.03,14.16,0,,,0.1273,False,True
Portugal,Diogo José Teixeira da Silva,M S,Verona,Serie_A,3,96,0.7297,1.88,33.75,8.44,7.5,23.44,398,0.0073,0.0334,0.1017,True,True
Portugal,Matheus Luiz Nunes,D M S,Manchester City,EPL,4,98,0.1855,1.84,45.92,11.02,6.43,7.35,1673,0.064,0.2124,0.1007,True,True
Portugal,Nélson Cabral Semedo,D S,Wolverhampton Wanderers,EPL,4,105,0.201,1.71,48.0,7.71,10.29,10.29,2897,0.0309,0.0679,0.0821,True,True
Portugal,João Maria Lobo Alves Palhinha Gonçalves,M S,Wolverhampton Wanderers,EPL,7,365,0.0571,1.48,53.01,17.26,0.74,22.44,3034,0.0852,0.0356,0.074,True,False
Portugal,António João Pereira Albuquerque Tavares Silva,GK,Alaves,La_liga,3,171,0.0986,0.53,66.32,27.37,5.79,4.21,2817,0.0,0.0011,0.0548,True,True
Portugal,Otávio Edmilson da Silva Monteiro,,,,3,198,0.0471,1.36,59.55,16.36,4.55,20.45,0,,,0.0471,False,False
Portugal,Kléper Laveran Lima Ferreira,,,,8,784,0.0443,0.46,80.13,30.42,4.71,6.31,0,,,0.0443,False,False
Portugal,Rúben Santos Gato Alves Dias,D S,Manchester City,EPL,8,812,0.0131,0.33,74.48,27.49,5.1,4.88,2262,0.0531,0.0085,0.0371,True,False
Portugal,William Silva de Carvalho,M S,Real Betis,La_liga,4,230,0.0191,0.39,64.57,21.91,2.74,14.87,457,0.0442,0.0581,0.0342,True,False
Portugal,Diogo Meireles Costa,D,FC Krasnodar,RFPL,10,1000,0.0,0.0,28.17,20.25,0.18,0.09,2512,0.0469,0.0096,0.0281,True,False
Portugal,Rúben Diogo Da Silva Neves,,,,9,401,0.0277,0.9,84.61,26.48,4.26,13.47,0,,,0.0277,False,False
Portugal,José Diogo Dalot Teixeira,,,,5,421,0.0232,0.86,51.73,14.75,3.21,7.91,0,,,0.0232,False,False
Portugal,João Pedro Cavaco Cancelo,,,,8,681,0.0179,0.53,69.52,18.5,6.34,7.27,0,,,0.0179,False,False
Qatar,Mohammed Waed Abdulwahhab Al Bayati,F S,Lille,Ligue_1,2,33,0.0,0.0,32.73,8.18,2.73,24.55,334,0.5388,0.169,0.3796,True,True
Qatar,Almoez Ali Zainalabiddin Abdulla,,,,3,230,0.1893,1.17,18.0,3.13,1.57,16.43,0,,,0.1893,False,False
Qatar,Mohammed Muntari,,,,3,71,0.2345,3.8,24.08,2.54,0.0,19.01,0,,,0.1605,False,True
Qatar,Ismaeel Mohammad Mohammad,,,,2,176,0.183,1.02,34.26,3.58,4.6,8.69,0,,,0.1586,False,True
Qatar,Ahmed Alaa Eldin Abdelmotaal,,,,1,9,0.0,0.0,20.0,0.0,0.0,20.0,0,,,0.1473,False,True
Qatar,Mosaab Khoder Jibril,,,,1,11,0.0,0.0,24.55,0.0,0.0,24.55,0,,,0.1468,False,True
Qatar,Tarek Salman Salman,,,,1,12,0.0,0.0,82.5,22.5,7.5,7.5,0,,,0.1465,False,True
Qatar,Ali Assadalla Thaimn Qambar,,,,1,30,0.0,0.0,69.0,6.0,18.0,12.0,0,,,0.1415,False,True
Qatar,Saad Abdullah Al Sheeb,,,,1,93,0.0,0.0,20.32,9.68,0.0,0.97,0,,,0.1265,False,True
Qatar,Bassam Hisham Al Rawi,,,,1,95,0.0,0.0,54.0,27.47,5.68,5.68,0,,,0.1261,False,True
Qatar,Assim Omer Al Haj Madibo,,,,2,155,0.0,0.0,41.23,15.68,1.16,28.45,0,,,0.1145,False,True
Qatar,Abdelkarim Hassan Al Haj Fadlalla,,,,3,279,0.0887,1.94,50.97,22.58,11.94,9.35,0,,,0.0887,False,False
Qatar,Pedro Miguel Correia,,,,3,272,0.0123,0.66,38.05,13.9,2.98,9.26,0,,,0.0123,False,False
Qatar,Abdulaziz Hatem Mohammed Abdullah,,,,3,204,0.0108,0.44,40.15,12.35,3.97,8.82,0,,,0.0108,False,False
Qatar,Akram Hassan Afif,,,,3,281,0.0093,0.64,53.17,13.77,5.12,7.37,0,,,0.0093,False,False
Qatar,Hassan Khalid Al Heidos,,,,3,208,0.0068,0.43,33.32,10.38,5.19,21.63,0,,,0.0068,False,False
Qatar,Boualem Khoukhi,,,,3,287,0.0,0.0,60.84,29.48,4.08,5.33,0,,,0.0,False,False
Qatar,Homam Alamin Ahmed,,,,3,266,0.0,0.0,34.85,7.44,5.41,10.15,0,,,0.0,False,False
Qatar,Karim Boudiaf,,,,3,189,0.0,0.0,50.95,18.1,4.76,13.81,0,,,0.0,False,False
Qatar,Meshaal Aissa Barsham,,,,2,187,0.0,0.0,30.32,16.84,0.96,0.0,0,,,0.0,False,False
Romania,Denis Mihai Drăguş,,,,4,296,0.3345,1.52,17.33,2.43,1.82,26.45,0,,,0.3345,False,False
Romania,Dennis Man,F M S,Parma Calcio 1913,Serie_A,4,275,0.179,1.96,26.18,5.24,3.27,9.16,1997,0.3157,0.2094,0.261,True,False
Romania,Florin Constantin Niţă,F M S,Bayer Leverkusen,Bundesliga,4,375,0.0,0.0,35.76,28.8,3.12,0.0,2365,0.3826,0.3165,0.2296,True,False
Romania,Denis Alibec,,,,2,37,0.8826,2.43,7.3,0.0,0.0,9.73,0,,,0.2005,False,True
Romania,Valentin Mihai Mihăilă,F M S,Rubin Kazan,RFPL,3,115,0.1756,3.13,23.48,5.48,4.7,13.3,1234,0.1966,0.2434,0.1799,True,True
Romania,Răzvan Gabriel Marin,M S,Cagliari,Serie_A,4,363,0.2207,1.49,27.02,9.17,1.24,10.66,1374,0.144,0.217,0.1747,True,False
Romania,Alexandru Cicâldău,,,,1,22,0.0,0.0,20.45,12.27,0.0,16.36,0,,,0.1437,False,True
Romania,Darius Dumitru Olaru,,,,2,30,0.0,0.0,51.0,15.0,0.0,9.0,0,,,0.1415,False,True
Romania,Vasile Mogoș,,,,1,33,0.0,0.0,19.09,2.73,0.0,5.45,0,,,0.1407,False,True
Romania,Deian Cristian Sorescu,,,,2,35,0.0,0.0,38.57,18.0,2.57,10.29,0,,,0.1402,False,True
Romania,George Alexandru Puşcaş,,,,2,46,0.0,0.0,25.43,3.91,1.96,17.61,0,,,0.1374,False,True
Romania,Bogdan Racovițan,,,,2,56,0.0,0.0,41.79,22.5,4.82,17.68,0,,,0.1349,False,True
Romania,Florinel Teodor Coman,M S,Cagliari,Serie_A,2,120,0.0436,1.5,23.25,3.75,3.0,8.25,253,0.0467,0.0048,0.0798,True,True
Romania,Adrián Rus,GK,Real Betis,La_liga,2,23,0.0,0.0,19.57,19.57,0.0,11.74,1710,0.0,0.0,0.0574,True,True
Romania,Marius Mihai Marin,M S,Real Valladolid,La_liga,4,307,0.0,0.0,29.9,9.09,1.76,19.64,1740,0.0865,0.0714,0.0519,True,False
Romania,Andrei Florin Ratiu,D M S,Rayo Vallecano,La_liga,4,364,0.0333,0.74,30.66,10.14,5.19,12.12,3066,0.0627,0.1639,0.0509,True,False
Romania,Nicolae Claudiu Stanciu,,,,4,359,0.0338,1.25,28.83,8.27,0.5,16.8,0,,,0.0338,False,False
Romania,Andrei Burcă Andonie,,,,4,349,0.0288,0.26,37.91,17.28,1.81,10.57,0,,,0.0288,False,False
Romania,Ianis Hagi,,,,4,191,0.0232,0.94,29.69,7.07,2.83,16.02,0,,,0.0232,False,False
Romania,Radu Drăgușin,D S,Tottenham,EPL,4,366,0.0354,0.74,27.3,10.57,2.21,5.9,1264,0.0126,0.0368,0.0217,True,False
Romania,Nicușor Silviu Bancu,,,,3,270,0.0,0.0,46.0,20.67,5.0,14.0,0,,,0.0,False,False
Saudi Arabia,Salem Mohammed Al Dawsari,,,,3,295,0.4772,2.14,35.69,9.76,4.58,12.81,0,,,0.4772,False,False
Saudi Arabia,Mohammed Al Burayk,F S,Lille,Ligue_1,2,70,0.4753,2.57,61.71,25.71,0.0,10.29,334,0.5388,0.169,0.3993,True,True
Saudi Arabia,Abdullah Mohammed Madu,F M S,Brest,Ligue_1,1,51,0.0,0.0,19.41,14.12,0.0,3.53,1229,0.5636,0.1245,0.3926,True,True
Saudi Arabia,Mohammed Kanoo,M S,Parma Calcio 1913,Serie_A,3,297,0.0968,1.82,43.94,16.67,3.33,10.91,450,0.2102,0.2537,0.1648,True,False
Saudi Arabia,Ali Al Hassan,,,,1,50,0.1828,1.8,14.4,3.6,1.8,12.6,0,,,0.153,False,True
Saudi Arabia,Sultan Abdullah Salim Al Ghannam,,,,3,137,0.1608,1.31,36.13,15.11,2.63,7.23,0,,,0.1523,False,True
Saudi Arabia,Hattan Babhir,,,,2,11,0.0,0.0,40.91,16.36,0.0,24.55,0,,,0.1468,False,True
Saudi Arabia,Nasser Al Dawsari,,,,1,13,0.0,0.0,69.23,13.85,6.92,34.62,0,,,0.1462,False,True
Saudi Arabia,Haitham Mohammed Asiri,,,,1,15,0.0,0.0,12.0,0.0,0.0,24.0,0,,,0.1456,False,True
Saudi Arabia,Abdulrahman Al-Obood,,,,2,45,0.0835,2.0,26.0,4.0,0.0,28.0,0,,,0.1445,False,True
Saudi Arabia,Nawaf Shaker Al Abid,,,,2,93,0.1027,1.94,36.77,4.84,1.94,12.58,0,,,0.1426,False,True
Saudi Arabia,Salman Mohammed Al Faraj,,,,1,48,0.0,0.0,28.12,7.5,0.0,11.25,0,,,0.1369,False,True
Saudi Arabia,Sami Khalil Al Naji,,,,1,54,0.0,0.0,35.0,11.67,1.67,11.67,0,,,0.1354,False,True
Saudi Arabia,Riyadh Sharahili,,,,1,60,0.0,0.0,28.5,7.5,1.5,18.0,0,,,0.1339,False,True
Saudi Arabia,Yasir Gharsan Al Shahrani,,,,1,95,0.0,0.0,24.63,15.16,0.0,15.16,0,,,0.1261,False,True
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,,,,2,188,0.0667,0.96,41.17,15.8,0.96,17.71,0,,,0.0667,False,False
Saudi Arabia,Mohammed Khalil Al Owais,D S,Monaco,Ligue_1,3,291,0.0,0.0,30.31,23.51,0.62,0.31,1016,0.0985,0.0072,0.0591,True,False
Saudi Arabia,Firas Tariq Nasser Al Albirakan,,,,3,280,0.0399,0.64,22.18,4.82,3.86,9.64,0,,,0.0399,False,False
Saudi Arabia,Abdulelah Al Amri,D M S,Khimki,RFPL,3,195,0.0175,0.46,46.62,30.0,6.46,7.38,353,0.0314,0.0111,0.0258,True,False
Saudi Arabia,Saleh Khalid Al Shehri,GK,Cagliari,Serie_A,3,225,0.0588,1.2,18.4,2.8,2.4,20.4,627,0.0,0.0033,0.0235,True,False
Saudi Arabia,Saud Abdullah Abdul Hamid,D S,Roma,Serie_A,3,293,0.0018,0.31,36.55,15.97,3.99,11.67,208,0.0065,0.164,0.0046,True,False
Saudi Arabia,Ali Albulayhi,,,,3,232,0.0,0.0,34.53,13.58,5.82,6.21,0,,,0.0,False,False
Saudi Arabia,Hassan Mohammed Al-Tambakti,,,,2,199,0.0,0.0,22.16,10.85,2.26,8.14,0,,,0.0,False,False
Scotland,Kieran Tierney,D S,Arsenal,EPL,2,135,0.0,0.0,62.0,24.67,3.33,13.33,227,0.3653,0.4754,0.2664,True,True
Scotland,Che Adams,F S,Torino,Serie_A,3,212,0.0528,0.85,14.01,0.85,1.27,20.8,2650,0.3231,0.0741,0.215,True,False
Scotland,Scott McTominay,M S,Napoli,Serie_A,3,278,0.0795,1.29,19.42,4.86,1.62,16.19,2938,0.2713,0.0869,0.1946,True,False
Scotland,Lewis Morgan,,,,1,8,0.6275,11.25,22.5,0.0,11.25,22.5,0,,,0.1575,False,True
Scotland,Stuart Armstrong,,,,1,23,0.0,0.0,39.13,3.91,7.83,7.83,0,,,0.1434,False,True
Scotland,Ryan Porteous,,,,1,41,0.0,0.0,57.07,28.54,0.0,6.59,0,,,0.1386,False,True
Scotland,Lawrence Shankland,,,,3,42,0.0,0.0,21.43,4.29,4.29,32.14,0,,,0.1384,False,True
Scotland,Kenneth McLean,,,,3,50,0.0205,1.8,46.8,16.2,5.4,14.4,0,,,0.1382,False,True
Scotland,John McGinn,M S,Aston Villa,EPL,3,231,0.0,0.0,17.14,5.84,2.34,14.42,2247,0.152,0.1393,0.0912,True,False
Scotland,Ryan Christie,M S,Bournemouth,EPL,3,105,0.0,0.0,18.0,2.57,0.86,30.0,2150,0.0681,0.1599,0.0904,True,True
Scotland,Scott McKenna,D S,Las Palmas,La_liga,3,148,0.0526,1.22,55.34,13.99,1.82,6.69,2468,0.0434,0.009,0.0771,True,True
Scotland,Grant Campbell Hanley,,,,3,241,0.0742,0.37,51.16,14.94,1.87,5.23,0,,,0.0742,False,False
Scotland,Callum McGregor,,,,3,257,0.049,1.05,39.92,6.3,0.0,14.71,0,,,0.049,False,False
Scotland,Billy Gilmour,M S,Napoli,Serie_A,3,187,0.0422,0.96,52.46,11.55,3.85,17.33,1161,0.0486,0.1166,0.046,True,False
Scotland,Andrew Robertson,D S,Liverpool,EPL,3,270,0.0,0.0,40.33,13.33,4.0,10.33,2511,0.0561,0.175,0.0337,True,False
Scotland,Anthony Ralston,D,Rennes,Ligue_1,3,265,0.0,0.0,31.25,9.51,1.36,10.19,979,0.0393,0.0011,0.0236,True,False
Scotland,Jack Hendry,,,,3,283,0.021,0.32,40.71,15.9,2.54,8.27,0,,,0.021,False,False
Scotland,Angus Gunn,,,,3,279,0.0,0.0,37.1,31.29,1.29,0.0,0,,,0.0,False,False
Senegal,Ismaïla Sarr,F M S,Crystal Palace,EPL,4,364,0.4571,2.47,20.03,5.19,5.19,12.61,2738,0.4046,0.3306,0.4256,True,False
Senegal,Nicolas Jackson,F S,Chelsea,EPL,1,24,0.0,0.0,37.5,7.5,3.75,11.25,2294,0.5427,0.1362,0.3829,True,True
Senegal,Boulaye Dia,F M S,Lazio,Serie_A,4,321,0.1857,2.24,14.86,0.84,2.8,8.69,2220,0.2797,0.1869,0.2421,True,False
Senegal,Iliman Ndiaye,F M S,Everton,EPL,3,142,0.047,1.27,22.18,2.54,3.17,17.11,2478,0.2577,0.0693,0.2055,True,True
Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,,,,4,118,0.2928,3.05,14.49,0.0,0.76,18.31,0,,,0.1773,False,True
Senegal,Pape Matar Sarr,M S,Tottenham,EPL,2,68,0.1137,5.29,62.21,13.24,6.62,6.62,1913,0.1879,0.0948,0.171,True,True
Senegal,Famara Diedhiou,,,,2,92,0.2329,2.93,13.7,1.96,0.0,17.61,0,,,0.1629,False,True
Senegal,Pape Gueye,F M S,Villarreal,La_liga,3,167,0.0508,2.16,32.87,9.7,1.08,11.86,2246,0.1559,0.0619,0.1436,True,True
Senegal,Cheikhou Kouyaté,,,,1,71,0.0,0.0,32.96,6.34,0.0,12.68,0,,,0.1313,False,True
Senegal,Pape Abou Cissé,D M S,Rayo Vallecano,La_liga,3,115,0.0,0.0,29.74,19.57,1.57,5.48,2166,0.1064,0.06,0.1126,True,True
Senegal,Pathé Ismaël Ciss,D M S,Rayo Vallecano,La_liga,3,153,0.018,0.59,35.29,12.35,2.94,17.65,2166,0.1064,0.06,0.1115,True,True
Senegal,Idrissa Gana Gueye,M S,Everton,EPL,3,289,0.1035,1.25,40.8,9.03,2.8,20.87,3090,0.0303,0.0704,0.0596,True,False
Senegal,Fodé Ballo Touré,D S,Le Havre,Ligue_1,1,11,0.0,0.0,65.45,8.18,0.0,16.36,607,0.0,0.0133,0.0587,True,True
Senegal,Kalidou Koulibaly,,,,4,381,0.0553,0.24,46.3,26.46,3.07,8.03,0,,,0.0553,False,False
Senegal,Krépin Diatta,D M S,Monaco,Ligue_1,3,183,0.0634,1.48,37.38,9.84,6.89,20.66,452,0.0379,0.1522,0.0481,True,False
Senegal,Nampalys Mendy,M S,Lens,Ligue_1,4,289,0.0291,0.62,50.45,14.33,3.43,12.15,592,0.0231,0.0252,0.0255,True,False
Senegal,Youssouf Sabaly,D S,Real Betis,La_liga,4,383,0.0042,0.47,52.17,16.68,7.75,11.04,1612,0.013,0.0322,0.0095,True,False
Senegal,Abdou Diallo,,,,4,338,0.0094,0.27,48.73,29.29,6.12,6.66,0,,,0.0094,False,False
Senegal,Ismail Jakobs,,,,4,291,0.0045,0.31,48.56,23.2,4.02,8.66,0,,,0.0045,False,False
Senegal,Edouard Mendy,,,,4,372,0.0,0.0,28.31,17.18,0.73,0.0,0,,,0.0,False,False
Serbia,Dušan Vlahović,F S,Juventus,Serie_A,5,260,0.3575,3.12,14.88,2.77,0.69,14.54,1793,0.7577,0.0876,0.5976,True,False
Serbia,Luka Jović,F S,AC Milan,Serie_A,5,160,0.1124,1.69,16.88,2.25,0.56,11.25,549,0.3722,0.1877,0.2797,True,True
Serbia,Aleksandar Mitrović,M S,Bayern Munich,Bundesliga,6,517,0.4623,3.48,20.54,4.18,1.22,10.97,1468,0.0428,0.0153,0.2106,True,False
Serbia,Darko Lazović,D M S,Verona,Serie_A,1,27,0.061,3.33,36.67,10.0,3.33,3.33,1467,0.1793,0.2221,0.1658,True,True
Serbia,Lazar Samardžić,M S,Atalanta,Serie_A,2,58,0.0764,1.55,31.03,6.21,1.55,13.97,1119,0.1549,0.2668,0.1499,True,True
Serbia,Marko Grujić,,,,1,18,0.1368,5.0,85.0,40.0,20.0,25.0,0,,,0.1495,False,True
Serbia,Veljko Birmančević,,,,2,30,0.0996,3.0,51.0,18.0,3.0,24.0,0,,,0.1471,False,True
Serbia,Filip Đuričić,,,,2,26,0.0,0.0,20.77,6.92,0.0,13.85,0,,,0.1426,False,True
Serbia,Mijat Gaćinović,,,,1,50,0.0592,1.8,43.2,12.6,0.0,9.0,0,,,0.1417,False,True
Serbia,Nemanja Radonjić,,,,3,80,0.0579,2.25,25.87,5.62,11.25,5.62,0,,,0.1373,False,True
